created_2;amount_3;id_1;id_2
04.09.2009 13:38;2703;2;0
04.09.2009 13:42;1668;3;0
04.09.2009 13:47;1816;2;0
04.09.2009 13:49;2430;4;0
04.09.2009 13:53;2153;1;0
04.09.2009 13:54;2189;3;0
04.09.2009 13:55;1988;2;0
04.09.2009 14:22;936;3;0
04.09.2009 15:40;2941;4;0
04.09.2009 15:44;2765;3;0
04.09.2009 15:51;731;1;0
04.09.2009 16:21;1170;2;0
04.09.2009 16:45;2809;2;0
04.09.2009 17:52;1284;1;0
04.09.2009 18:46;1482;2;0
04.09.2009 18:47;2440;2;0
04.09.2009 18:47;1679;2;0
04.09.2009 19:03;2446;4;0
04.09.2009 19:29;2432;4;0
04.09.2009 19:53;1789;3;0
04.09.2009 19:55;955;2;0
04.09.2009 19:56;2774;3;0
04.09.2009 20:05;1639;1;0
05.09.2009 09:24;1523;4;0
05.09.2009 09:49;902;3;0
05.09.2009 10:07;2338;1;0
05.09.2009 10:16;1119;3;0
05.09.2009 10:18;1199;4;0
05.09.2009 10:44;1063;4;0
05.09.2009 11:07;700;2;0
05.09.2009 11:33;870;4;0
05.09.2009 11:36;1551;1;0
05.09.2009 11:45;2707;2;0
05.09.2009 11:48;1502;4;0
05.09.2009 11:52;1604;3;0
05.09.2009 12:10;592;2;0
05.09.2009 12:10;1369;4;0
05.09.2009 12:19;1458;2;0
05.09.2009 12:26;2059;2;0
05.09.2009 12:26;2801;2;0
05.09.2009 13:05;2844;4;0
05.09.2009 13:12;1845;3;0
05.09.2009 13:45;905;1;0
05.09.2009 13:53;691;3;0
05.09.2009 14:22;1775;3;0
05.09.2009 15:00;2050;4;0
05.09.2009 15:06;1335;4;0
05.09.2009 15:10;848;4;0
05.09.2009 15:11;2566;4;0
05.09.2009 16:18;1749;4;0
05.09.2009 16:18;1640;2;0
05.09.2009 16:22;2323;1;0
05.09.2009 16:22;1141;1;0
05.09.2009 16:26;875;4;419
05.09.2009 16:53;2258;1;0
05.09.2009 17:05;1757;1;0
05.09.2009 17:08;692;4;0
05.09.2009 17:24;2711;1;0
05.09.2009 19:31;1982;2;0
05.09.2009 19:46;2753;1;0
06.09.2009 08:30;1405;3;0
06.09.2009 09:01;2412;1;0
06.09.2009 10:41;670;3;0
06.09.2009 10:43;1487;4;0
06.09.2009 10:43;913;4;0
06.09.2009 10:43;1694;4;0
06.09.2009 10:44;1869;1;0
06.09.2009 10:44;2600;3;0
06.09.2009 10:44;1362;2;0
06.09.2009 11:05;1647;1;0
06.09.2009 11:36;2715;2;0
06.09.2009 11:36;1668;2;0
06.09.2009 11:38;2709;2;0
06.09.2009 11:41;2332;4;0
06.09.2009 11:45;1648;4;0
06.09.2009 12:06;722;4;0
06.09.2009 12:22;1598;4;0
06.09.2009 12:31;1325;4;0
06.09.2009 12:54;2462;2;0
06.09.2009 13:01;1341;4;0
06.09.2009 13:16;816;3;0
06.09.2009 13:25;762;4;0
06.09.2009 14:30;2161;1;0
06.09.2009 14:30;2733;2;0
06.09.2009 15:39;2496;2;0
06.09.2009 15:39;852;2;0
06.09.2009 15:40;2848;4;0
06.09.2009 15:42;2591;4;41
06.09.2009 16:46;975;3;0
06.09.2009 16:46;1396;4;0
06.09.2009 16:47;626;2;0
06.09.2009 17:20;1056;3;0
06.09.2009 17:25;1652;3;0
06.09.2009 17:55;2321;3;0
06.09.2009 18:35;2466;3;0
06.09.2009 18:42;2430;3;0
06.09.2009 18:51;881;1;0
06.09.2009 19:53;1825;1;0
07.09.2009 09:01;1498;1;0
07.09.2009 09:11;1878;1;0
07.09.2009 09:59;2386;2;0
07.09.2009 10:39;2245;3;0
07.09.2009 11:33;1504;3;0
07.09.2009 11:45;2107;3;0
07.09.2009 11:47;2285;3;0
07.09.2009 12:26;2974;3;0
07.09.2009 12:26;625;3;0
07.09.2009 12:27;2856;2;0
07.09.2009 12:29;1442;2;0
07.09.2009 12:49;2774;4;0
07.09.2009 12:59;1931;3;0
07.09.2009 13:16;954;4;0
07.09.2009 14:04;1655;1;0
07.09.2009 15:32;1241;2;0
07.09.2009 16:56;1663;4;0
07.09.2009 17:48;2057;2;0
07.09.2009 17:50;2160;3;0
07.09.2009 17:51;1940;4;0
07.09.2009 18:19;2565;4;0
07.09.2009 18:25;1264;2;0
07.09.2009 19:28;1048;4;0
07.09.2009 19:46;2891;1;0
07.09.2009 20:46;1735;1;0
08.09.2009 16:37;1948;2;0
09.09.2009 16:51;1971;3;242
10.09.2009 06:02;710;4;0
10.09.2009 06:12;647;1;0
10.09.2009 08:13;516;3;0
10.09.2009 08:26;1732;1;0
10.09.2009 09:36;1030;1;0
10.09.2009 09:36;2498;1;0
10.09.2009 09:36;693;4;0
10.09.2009 09:37;787;3;0
10.09.2009 09:38;2429;3;0
10.09.2009 09:38;1482;1;0
10.09.2009 09:40;2725;3;0
10.09.2009 09:42;2120;2;0
10.09.2009 09:42;2877;3;0
10.09.2009 09:42;2149;1;0
10.09.2009 09:42;1499;4;0
10.09.2009 09:42;1453;1;0
10.09.2009 09:42;520;1;0
10.09.2009 09:45;2562;4;0
10.09.2009 09:56;1161;2;0
10.09.2009 09:56;2841;1;0
10.09.2009 09:59;2020;3;0
10.09.2009 10:00;1655;3;0
10.09.2009 10:00;2447;3;0
10.09.2009 10:00;1497;4;0
10.09.2009 10:10;1069;2;0
10.09.2009 10:20;1519;1;0
10.09.2009 10:21;2561;2;0
10.09.2009 10:28;1954;2;0
10.09.2009 10:40;1030;3;0
10.09.2009 10:51;2216;4;0
10.09.2009 10:59;2214;4;0
10.09.2009 11:04;1816;4;0
10.09.2009 11:12;515;1;0
10.09.2009 11:14;2668;2;119
10.09.2009 12:16;1259;2;0
10.09.2009 12:56;2943;3;0
10.09.2009 13:17;2359;2;0
10.09.2009 13:47;2413;1;0
10.09.2009 14:21;1647;1;0
10.09.2009 14:21;2242;4;0
10.09.2009 14:23;1008;1;0
10.09.2009 14:31;1324;3;0
10.09.2009 15:17;2276;3;0
10.09.2009 15:29;1701;1;0
10.09.2009 15:38;2794;3;0
10.09.2009 15:39;1084;1;0
10.09.2009 15:41;1854;4;0
10.09.2009 15:53;735;2;0
10.09.2009 15:57;2993;1;0
10.09.2009 16:26;1841;3;0
10.09.2009 16:27;1200;2;0
10.09.2009 16:41;638;3;0
10.09.2009 16:52;1267;3;0
10.09.2009 17:17;780;3;0
10.09.2009 17:41;2972;3;1103
11.09.2009 10:37;2926;2;0
11.09.2009 10:37;2374;2;0
11.09.2009 10:39;2807;1;0
11.09.2009 10:39;1930;4;0
11.09.2009 10:41;1212;2;0
11.09.2009 10:42;2459;1;0
11.09.2009 10:42;1767;1;0
11.09.2009 10:44;1876;3;0
11.09.2009 10:45;657;1;0
11.09.2009 10:46;2640;2;0
11.09.2009 10:59;909;3;0
11.09.2009 11:08;663;3;0
11.09.2009 11:12;1226;3;0
11.09.2009 11:17;1405;3;0
11.09.2009 11:20;2321;4;0
11.09.2009 11:41;1822;3;0
11.09.2009 12:49;2555;2;0
11.09.2009 13:01;1746;3;0
11.09.2009 13:02;1694;1;0
11.09.2009 13:08;1700;1;0
11.09.2009 13:09;1504;2;0
11.09.2009 13:10;2006;4;0
11.09.2009 13:17;691;4;0
11.09.2009 13:18;2236;4;0
11.09.2009 13:33;2727;4;0
11.09.2009 13:53;729;4;0
11.09.2009 14:46;563;4;0
11.09.2009 14:47;2929;1;0
11.09.2009 14:49;2939;3;0
11.09.2009 15:40;2957;3;0
11.09.2009 16:52;632;4;0
11.09.2009 17:28;2186;1;0
11.09.2009 18:11;903;4;0
11.09.2009 18:12;2657;2;0
11.09.2009 18:29;867;4;0
11.09.2009 18:34;1633;4;0
11.09.2009 18:45;2504;1;0
11.09.2009 18:45;1663;4;0
11.09.2009 18:55;2124;1;0
11.09.2009 18:59;572;1;0
11.09.2009 19:02;2772;3;0
11.09.2009 19:20;2631;2;0
11.09.2009 19:39;2353;4;0
11.09.2009 19:53;2877;1;0
11.09.2009 20:18;1629;4;0
11.09.2009 20:22;1049;2;0
11.09.2009 22:23;1709;4;0
12.09.2009 00:00;2267;3;328
12.09.2009 07:54;2517;2;0
12.09.2009 08:06;2076;2;0
12.09.2009 08:56;2500;2;0
12.09.2009 09:00;2191;4;0
12.09.2009 09:03;2092;2;0
12.09.2009 09:03;1762;1;0
12.09.2009 09:03;1989;4;0
12.09.2009 09:12;2593;4;0
12.09.2009 09:23;711;1;0
12.09.2009 09:32;2409;2;0
12.09.2009 09:36;2057;4;0
12.09.2009 09:43;2108;4;400
12.09.2009 09:51;1177;1;0
12.09.2009 09:54;1515;2;0
12.09.2009 10:10;632;1;0
12.09.2009 10:15;2250;1;0
12.09.2009 10:25;2631;2;0
12.09.2009 10:34;943;1;0
12.09.2009 10:34;2427;3;0
12.09.2009 10:38;1918;4;0
12.09.2009 10:50;2219;1;0
12.09.2009 10:55;825;4;0
12.09.2009 10:56;763;2;0
12.09.2009 11:21;1765;2;0
12.09.2009 11:25;1233;2;0
12.09.2009 11:33;1376;1;0
12.09.2009 11:34;1267;1;0
12.09.2009 11:38;2938;4;0
12.09.2009 11:38;725;2;0
12.09.2009 11:41;1628;3;0
12.09.2009 11:45;1330;3;0
12.09.2009 11:52;1943;2;0
12.09.2009 11:52;807;1;0
12.09.2009 11:52;1258;2;0
12.09.2009 11:58;1172;3;0
12.09.2009 12:00;2489;2;0
12.09.2009 12:03;2376;1;0
12.09.2009 12:23;1771;4;0
12.09.2009 12:29;660;2;0
12.09.2009 12:34;1003;1;0
12.09.2009 13:58;560;2;0
12.09.2009 14:01;1996;2;0
12.09.2009 14:04;2021;2;0
12.09.2009 14:06;998;4;0
12.09.2009 14:07;2481;4;0
12.09.2009 14:09;719;2;0
12.09.2009 14:14;2457;1;0
12.09.2009 14:18;1405;1;0
12.09.2009 14:29;1730;2;0
12.09.2009 14:35;638;1;0
12.09.2009 14:45;2684;1;0
12.09.2009 14:46;823;4;0
12.09.2009 14:57;1968;2;0
12.09.2009 14:59;2812;1;0
12.09.2009 15:08;952;3;0
12.09.2009 15:09;1731;4;0
12.09.2009 15:10;1380;1;0
12.09.2009 15:22;1729;3;0
12.09.2009 15:24;1413;3;0
12.09.2009 15:31;1936;1;0
12.09.2009 15:31;2955;1;0
12.09.2009 15:44;573;2;0
12.09.2009 15:46;1711;4;0
12.09.2009 15:46;1379;2;0
12.09.2009 15:54;509;1;0
12.09.2009 15:57;2360;1;0
12.09.2009 15:57;1964;2;0
12.09.2009 16:13;1254;3;0
12.09.2009 16:43;1260;1;0
12.09.2009 16:43;1689;2;0
12.09.2009 16:43;2053;1;0
12.09.2009 16:43;2649;2;0
12.09.2009 16:43;2637;1;0
12.09.2009 16:44;2631;3;0
12.09.2009 16:44;2991;3;0
12.09.2009 16:45;903;4;0
12.09.2009 17:09;2314;1;0
12.09.2009 17:10;1307;1;0
12.09.2009 17:13;785;2;0
12.09.2009 17:13;1672;1;0
12.09.2009 17:13;1101;1;0
12.09.2009 17:47;1489;1;1268
12.09.2009 17:49;1358;1;0
12.09.2009 17:50;932;2;0
12.09.2009 18:57;2433;3;0
12.09.2009 18:57;1792;3;0
12.09.2009 18:57;2877;1;0
12.09.2009 18:58;1558;4;0
12.09.2009 18:58;2580;3;0
12.09.2009 18:59;1561;2;0
12.09.2009 18:59;2741;2;0
12.09.2009 18:59;2408;1;0
12.09.2009 18:59;2530;4;0
12.09.2009 19:00;1794;4;0
12.09.2009 19:00;2282;4;0
12.09.2009 19:00;2573;3;0
12.09.2009 19:03;1887;3;0
12.09.2009 19:42;2247;4;0
12.09.2009 19:42;2173;1;0
12.09.2009 19:42;2842;1;0
12.09.2009 19:43;2267;1;0
12.09.2009 19:43;560;4;0
12.09.2009 19:43;1243;3;0
12.09.2009 19:43;1950;4;0
12.09.2009 19:43;1377;1;0
12.09.2009 19:43;2360;4;0
12.09.2009 19:44;1555;4;0
12.09.2009 19:44;1972;4;0
12.09.2009 20:06;2417;2;0
12.09.2009 20:07;901;2;0
12.09.2009 20:08;987;1;0
12.09.2009 20:08;1229;2;0
12.09.2009 21:33;2568;1;0
13.09.2009 00:00;2109;1;1401
13.09.2009 06:04;2497;1;0
13.09.2009 08:59;2612;4;0
13.09.2009 09:00;1469;4;0
13.09.2009 09:02;1539;2;0
13.09.2009 09:06;1530;2;0
13.09.2009 09:12;662;1;0
13.09.2009 09:24;1649;2;0
13.09.2009 09:25;1898;2;0
13.09.2009 11:14;1949;4;0
13.09.2009 11:14;1862;3;0
13.09.2009 11:15;597;2;0
13.09.2009 11:16;1669;4;0
13.09.2009 11:17;2772;1;0
13.09.2009 11:17;1731;1;0
13.09.2009 11:17;2296;1;0
13.09.2009 11:18;1901;3;0
13.09.2009 11:38;2144;1;1377
13.09.2009 11:43;1334;1;0
13.09.2009 11:43;2100;2;0
13.09.2009 11:43;2416;1;0
13.09.2009 11:57;1995;3;0
13.09.2009 12:31;1314;1;0
13.09.2009 12:32;2705;3;0
13.09.2009 12:40;1551;4;0
13.09.2009 12:50;758;1;0
13.09.2009 12:54;1529;2;0
13.09.2009 12:55;2763;3;0
13.09.2009 12:57;1341;4;0
13.09.2009 12:59;3000;1;0
13.09.2009 13:00;1914;3;0
13.09.2009 13:01;2987;1;0
13.09.2009 13:01;947;2;0
13.09.2009 13:03;1658;1;0
13.09.2009 13:04;2027;3;0
13.09.2009 13:05;2584;2;0
13.09.2009 13:06;2180;2;0
13.09.2009 13:07;2048;1;0
13.09.2009 13:07;1925;4;0
13.09.2009 13:08;2198;1;0
13.09.2009 13:09;1214;1;0
13.09.2009 13:09;2611;4;0
13.09.2009 13:10;959;3;0
13.09.2009 13:11;1020;3;0
13.09.2009 13:14;1199;3;0
13.09.2009 13:39;533;3;0
13.09.2009 13:40;1637;1;0
13.09.2009 13:42;2816;2;0
13.09.2009 14:13;2569;1;0
13.09.2009 14:16;2174;4;0
13.09.2009 14:16;1978;3;0
13.09.2009 14:17;1757;2;0
13.09.2009 14:17;2698;1;0
13.09.2009 14:17;2208;2;0
13.09.2009 14:17;2958;4;0
13.09.2009 14:18;1689;1;0
13.09.2009 14:18;1471;2;0
13.09.2009 14:18;2689;3;0
13.09.2009 14:18;2555;2;0
13.09.2009 14:18;1781;4;0
13.09.2009 14:19;1551;2;0
13.09.2009 14:19;907;3;0
13.09.2009 14:20;893;3;0
13.09.2009 14:21;912;3;0
13.09.2009 14:21;2047;4;0
13.09.2009 14:35;2702;4;0
13.09.2009 14:35;2776;4;0
13.09.2009 14:37;2581;3;0
13.09.2009 14:38;844;3;0
13.09.2009 14:38;1320;1;0
13.09.2009 15:22;2848;4;0
13.09.2009 15:29;914;1;0
13.09.2009 15:32;1082;1;0
13.09.2009 15:32;2245;3;0
13.09.2009 15:32;1152;3;0
13.09.2009 15:33;2677;3;0
13.09.2009 15:34;2208;1;0
13.09.2009 15:34;879;1;0
13.09.2009 15:35;1752;1;0
13.09.2009 15:36;2519;2;0
13.09.2009 15:43;2827;3;0
13.09.2009 15:48;2456;1;0
13.09.2009 16:33;1189;2;0
13.09.2009 16:33;833;2;0
13.09.2009 16:33;2981;3;0
13.09.2009 16:33;2853;4;0
13.09.2009 16:33;766;1;0
13.09.2009 16:34;1011;2;0
13.09.2009 16:34;2746;1;0
13.09.2009 16:34;1934;2;0
13.09.2009 16:35;1126;3;0
13.09.2009 16:35;1737;2;0
13.09.2009 16:37;966;2;0
13.09.2009 18:35;1482;4;0
13.09.2009 19:38;1430;2;0
14.09.2009 09:26;1439;2;0
14.09.2009 09:27;2069;2;0
14.09.2009 09:28;2608;4;0
14.09.2009 09:28;1273;4;0
14.09.2009 09:28;2954;2;0
14.09.2009 09:29;1668;2;0
14.09.2009 09:29;1593;1;0
14.09.2009 09:30;1487;2;0
14.09.2009 09:30;1711;3;0
14.09.2009 09:31;500;1;0
14.09.2009 09:32;2585;3;0
14.09.2009 09:36;1060;1;0
14.09.2009 09:38;542;4;0
14.09.2009 09:38;540;4;0
14.09.2009 09:39;1387;4;0
14.09.2009 09:41;535;4;0
14.09.2009 10:59;838;2;0
14.09.2009 10:59;991;2;0
14.09.2009 10:59;2449;3;0
14.09.2009 10:59;1124;3;0
14.09.2009 11:00;1534;1;0
14.09.2009 12:25;1932;4;0
14.09.2009 12:27;1663;3;0
14.09.2009 12:27;2159;3;0
14.09.2009 12:28;2483;2;0
14.09.2009 12:28;1973;4;0
14.09.2009 12:28;2558;1;0
14.09.2009 12:29;995;4;0
14.09.2009 12:29;2980;1;0
14.09.2009 12:30;1896;2;0
14.09.2009 12:30;1739;1;0
14.09.2009 12:30;2448;1;0
14.09.2009 12:30;2166;1;0
14.09.2009 12:30;2157;4;0
14.09.2009 12:31;1616;2;0
14.09.2009 12:33;1083;1;0
14.09.2009 12:34;1507;3;0
14.09.2009 12:48;2421;2;0
14.09.2009 13:13;2271;1;0
14.09.2009 13:27;2265;1;0
14.09.2009 13:27;787;3;0
14.09.2009 13:27;1247;4;0
14.09.2009 13:28;1565;2;0
14.09.2009 13:28;1243;4;0
14.09.2009 13:29;2643;4;0
14.09.2009 13:29;739;1;0
14.09.2009 13:29;2141;2;0
14.09.2009 13:29;2501;2;0
14.09.2009 13:30;1391;4;0
14.09.2009 13:30;1474;4;0
14.09.2009 13:30;2240;3;0
14.09.2009 13:31;1941;2;0
14.09.2009 13:31;2252;3;0
14.09.2009 13:31;2565;2;0
14.09.2009 13:32;2197;3;0
14.09.2009 13:32;1068;4;0
14.09.2009 13:33;1929;3;0
14.09.2009 13:34;2310;2;0
14.09.2009 13:34;1554;4;0
14.09.2009 13:36;684;3;0
14.09.2009 13:48;818;4;0
14.09.2009 14:07;2034;2;0
14.09.2009 14:14;1822;3;0
14.09.2009 14:15;1708;2;0
14.09.2009 14:15;2811;2;0
14.09.2009 14:16;1318;1;0
14.09.2009 15:04;1051;1;0
14.09.2009 15:05;2460;4;0
14.09.2009 15:05;1137;4;0
14.09.2009 15:05;2747;2;0
14.09.2009 15:06;2850;4;0
14.09.2009 15:06;1085;1;0
14.09.2009 15:06;836;4;0
14.09.2009 15:06;520;2;0
14.09.2009 15:06;1027;4;0
14.09.2009 15:06;2750;4;0
14.09.2009 15:10;1151;2;0
14.09.2009 15:12;2010;3;0
14.09.2009 15:12;1503;2;0
14.09.2009 15:12;1842;1;0
14.09.2009 15:22;619;1;0
14.09.2009 15:22;608;1;0
14.09.2009 15:54;2272;2;0
14.09.2009 16:27;1422;3;0
14.09.2009 17:06;2671;1;0
14.09.2009 17:06;2648;3;0
14.09.2009 17:06;1923;4;0
14.09.2009 17:07;1459;1;0
14.09.2009 17:09;2193;4;0
14.09.2009 17:16;1965;2;0
14.09.2009 17:16;806;4;0
14.09.2009 17:17;1995;4;0
14.09.2009 17:17;2993;3;0
14.09.2009 17:17;1968;4;0
14.09.2009 17:17;2833;1;0
14.09.2009 17:18;2469;3;0
14.09.2009 17:18;1488;2;0
14.09.2009 17:18;1957;4;0
14.09.2009 17:18;2937;4;0
14.09.2009 17:19;2791;4;0
14.09.2009 17:20;1022;1;0
14.09.2009 17:24;2652;3;0
14.09.2009 17:24;609;4;0
14.09.2009 17:24;1432;4;0
14.09.2009 17:24;908;4;0
14.09.2009 17:24;1330;2;0
14.09.2009 17:26;600;4;0
14.09.2009 17:26;1215;2;0
14.09.2009 17:26;1702;1;0
14.09.2009 17:27;869;4;0
14.09.2009 17:27;923;3;0
14.09.2009 17:29;2866;3;0
14.09.2009 17:29;533;1;0
14.09.2009 17:29;1533;2;0
14.09.2009 17:29;1892;3;0
14.09.2009 17:39;2441;3;0
14.09.2009 17:52;1174;1;0
14.09.2009 19:04;715;2;0
14.09.2009 19:05;2987;2;0
14.09.2009 19:23;1204;3;0
17.09.2009 08:12;2870;3;0
17.09.2009 08:15;2123;2;0
17.09.2009 08:15;2412;3;0
17.09.2009 08:15;2907;3;0
17.09.2009 08:15;2384;2;0
17.09.2009 08:17;1279;4;0
17.09.2009 08:18;2515;2;0
17.09.2009 08:19;2155;3;0
17.09.2009 08:19;1584;4;0
17.09.2009 08:19;718;4;0
17.09.2009 08:20;2517;4;0
17.09.2009 08:24;2408;4;0
17.09.2009 08:24;2475;3;0
17.09.2009 08:25;968;3;0
17.09.2009 08:25;907;1;0
17.09.2009 08:26;1492;1;0
17.09.2009 08:26;2291;4;0
17.09.2009 08:26;2903;3;0
17.09.2009 08:27;2316;3;0
17.09.2009 08:27;1376;2;0
17.09.2009 08:29;2390;1;0
17.09.2009 08:49;2221;3;0
17.09.2009 08:49;893;1;0
17.09.2009 08:49;2713;4;0
17.09.2009 08:49;2308;2;0
17.09.2009 08:49;1780;2;0
17.09.2009 08:49;2704;4;0
17.09.2009 08:50;588;4;0
17.09.2009 08:55;1743;4;0
17.09.2009 08:57;2215;3;0
17.09.2009 09:15;2435;1;0
17.09.2009 09:19;2544;3;0
17.09.2009 10:57;1765;1;0
17.09.2009 10:58;1875;1;0
17.09.2009 10:59;1534;1;0
17.09.2009 11:06;2244;4;0
17.09.2009 11:07;1779;1;0
17.09.2009 11:07;1949;4;0
17.09.2009 11:13;2169;1;0
17.09.2009 11:15;1987;3;0
17.09.2009 11:17;1028;3;0
17.09.2009 11:47;1420;4;0
17.09.2009 11:48;1875;3;0
17.09.2009 11:48;2302;4;0
17.09.2009 11:48;2183;2;0
17.09.2009 11:49;925;1;0
17.09.2009 11:50;2267;2;0
17.09.2009 11:52;840;3;0
17.09.2009 11:52;2100;3;0
17.09.2009 11:52;986;1;0
17.09.2009 11:53;2026;4;0
17.09.2009 11:53;2132;1;0
17.09.2009 11:54;2317;1;0
17.09.2009 11:54;1071;1;0
17.09.2009 11:55;1237;4;0
17.09.2009 11:56;1294;1;0
17.09.2009 11:58;2143;2;0
17.09.2009 12:00;1673;2;0
17.09.2009 12:41;1527;4;0
17.09.2009 13:27;1637;1;0
17.09.2009 13:29;2799;3;0
17.09.2009 13:29;2334;1;0
17.09.2009 13:29;554;4;0
17.09.2009 13:30;2588;4;0
17.09.2009 13:31;2533;4;0
17.09.2009 13:34;2748;1;0
17.09.2009 13:35;2029;2;0
17.09.2009 14:08;1790;1;0
17.09.2009 14:11;2282;2;0
17.09.2009 14:13;1803;4;0
17.09.2009 14:13;1524;2;0
17.09.2009 14:13;1778;4;0
17.09.2009 14:18;2199;4;0
17.09.2009 14:26;2218;1;0
17.09.2009 15:42;2201;2;0
17.09.2009 15:44;950;3;0
17.09.2009 15:44;730;2;0
17.09.2009 15:45;2511;3;0
17.09.2009 15:46;2670;4;0
17.09.2009 15:46;1854;4;0
17.09.2009 15:46;625;2;0
17.09.2009 15:47;2409;4;0
17.09.2009 15:48;2640;2;0
17.09.2009 15:48;799;1;0
17.09.2009 16:50;1485;3;0
17.09.2009 17:01;2891;4;0
17.09.2009 17:01;719;3;0
17.09.2009 17:02;1366;3;0
17.09.2009 17:02;1562;2;0
17.09.2009 17:03;1429;3;0
17.09.2009 17:04;2841;4;0
17.09.2009 18:30;1294;3;0
17.09.2009 18:31;2219;3;0
17.09.2009 18:31;1020;4;0
17.09.2009 18:31;1070;3;0
17.09.2009 18:31;1925;1;0
17.09.2009 18:32;2340;2;0
17.09.2009 18:32;745;4;0
17.09.2009 18:32;2225;2;0
17.09.2009 18:33;1220;3;0
17.09.2009 18:33;595;2;0
17.09.2009 18:33;1181;4;0
17.09.2009 18:33;2571;4;0
17.09.2009 18:34;1855;4;0
17.09.2009 18:34;1693;2;0
17.09.2009 18:34;614;1;0
17.09.2009 18:48;2579;1;0
17.09.2009 18:48;2480;4;0
17.09.2009 18:49;1464;4;0
17.09.2009 18:49;1653;4;0
17.09.2009 18:49;887;4;0
17.09.2009 18:49;2209;4;0
17.09.2009 18:50;1434;2;0
17.09.2009 18:52;1959;4;0
17.09.2009 18:59;640;1;0
17.09.2009 18:59;1800;3;0
17.09.2009 18:59;2092;4;0
17.09.2009 18:59;2154;3;0
17.09.2009 18:59;2144;3;0
17.09.2009 20:05;682;1;0
17.09.2009 20:47;2079;1;0
17.09.2009 22:58;1635;2;0
18.09.2009 08:04;2634;3;0
18.09.2009 08:08;1604;2;0
18.09.2009 08:10;2149;4;0
18.09.2009 08:11;1184;3;0
18.09.2009 08:11;1014;1;0
18.09.2009 08:11;1477;1;0
18.09.2009 08:11;1322;3;0
18.09.2009 08:12;1639;1;0
18.09.2009 09:52;2042;3;0
18.09.2009 09:52;976;2;0
18.09.2009 09:53;1615;3;0
18.09.2009 09:54;2877;2;0
18.09.2009 09:55;2329;2;0
18.09.2009 10:02;1449;2;0
18.09.2009 10:27;2470;4;0
18.09.2009 10:28;2942;3;0
18.09.2009 10:29;2684;1;0
18.09.2009 10:30;2765;2;0
18.09.2009 11:13;1213;1;0
18.09.2009 11:57;656;1;0
18.09.2009 11:57;2672;4;0
18.09.2009 12:00;2647;3;0
18.09.2009 13:06;1747;1;0
18.09.2009 13:07;846;4;0
18.09.2009 13:09;1342;3;0
18.09.2009 13:10;1506;2;0
18.09.2009 13:10;2343;3;0
18.09.2009 13:10;2591;4;0
18.09.2009 13:11;1004;2;0
18.09.2009 13:11;2345;3;0
18.09.2009 13:13;2041;4;0
18.09.2009 13:13;2390;3;0
18.09.2009 13:13;1572;1;0
18.09.2009 13:13;584;1;0
18.09.2009 13:55;2809;2;0
18.09.2009 13:57;1065;2;0
18.09.2009 13:57;2382;1;0
18.09.2009 13:58;1087;4;0
18.09.2009 13:59;1453;2;0
18.09.2009 13:59;1767;1;0
18.09.2009 13:59;1191;4;0
